Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_IndigencyStatus,WhetherDefendantWasReleasedPretrial,DaysBetweenContactEventAndPretrialRelease,PretrialReleaseType2,BondTypeAtInitialContact,BondAmountAtInitialContact,BondTypeAtRelease_v1,BondAmountAtRelease,Indicator_PresumptiveDenialOfBail_19.2_120,PriorArrests,Locality_JudicialCircuit,Locality_MagisterialRegion,FollowUp_ChargedWithNewFTA,FollowUp_ArrestedforNewOff,CrimeCommission2021ReportClassificationofDefendants,VPRAI_TotalPoints_Opt1,VPRAI_TotalPoints_Opt2,PSA_FTA_TotalPoints,PSA_NCA_TotalPoints,PSA_NVCA_TotalPoints
F,W,38,1,1,2,1,1, ,3,1000,9,1,    2.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,1,1
M,B,31,1,0,999,0,1, ,1, ,0,24,    2.00,    7.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,3,8,3
M,W,37,0,1,0,1,3,2500,3,2500,0,0,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,B,23,1,1,0,1,3,1500,3,1500,0,2,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,28,0,1,0,3,2,1500,2,1500,9,8,    2.00,    7.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,1,1
M,B,30,0,1,0,1,3,2500,3,2500,0,0,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,23,1,1,0,1,3,2500,3,2500,0,0,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,20,0,1,1,1,1, ,3,3500,1,1,   25.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,5,4
F,B,22,9,1,0,1,3,1000,3,1000,0,0,   25.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
F,W,46,0,1,0,1,3,3500,3,3500,0,6,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,8,9,2,5,5
F,B,28,1,1,0,1,3,1000,3,1000,0,3,    9.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,1,3
M,B,57,1,1,1,1,2,1000,3,1000,0,8,   26.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,4,5,2,7,5
F,W,36,9,1,0,1,3,1500,3,1500,0,0,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,73,0,1,0,1,3,5000,3,5000,0,0,   16.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,46,0,1,0,3,2,2500,2,2500,0,10,   24.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,4,2
M,W,22,1,1,7,1,1, ,3,2000,0,3,    6.00,    3.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,8,9,2,7,3
M,W,30,1,1,0,1,3,3000,3,3000,0,1,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,27,99,1,0,3,2,5000,2,5000,0,5,   12.00,    3.00, , ,Defendant could not be classified or tracked due to insufficeint data,2,3,1,1,1
F,B,43,1,1,0,1,4, ,4, ,0,1,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,53,1,1,0,1,4, ,4, ,9,20,   12.00,    3.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,3,7,2
F,W,56,9,1,0,1,3,1000,3,1000,0,1,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,22,1,1,0,1,3,4000,3,4000,0,1,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
F,W,32,1,1,0,1,3,4000,3,4000,0,0,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,29,9,0,999,0,1, ,1, ,0,2,   19.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,2,2
M,B,26,1,1,0,3,2,5050.18,2,5050.18,9,0,   19.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,B,36,1,1,5,6,1, ,2,5000,0,7,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,5,4
M,B,31,1,1,10,3,1, ,2,3500,0,15,   14.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,4,9,5
M,B,21,0,1,0,1,3,2500,3,2500,0,0,   14.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
M,W,33,0,1,0,3,2,1000,2,1000,0,5,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,4,2
F,W,59,1,1,0,4,3,2500,3,2500,0,4,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,1,2,4
F,W,28,1,1,0,1,4, ,4, ,0,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,50,1,0,999,0,1, ,1, ,2,1,   16.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,3,3
M,W,46,1,0,999,0,1, ,1, ,0,6,   16.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,3,4,1,6,3
M,W,27,1,0,999,0,1, ,1, ,2,9,   16.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,3,3
M,W,42,9,1,0,3,2,1000,2,1000,0,0,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,28,1,1,0,1,3,2500,3,2500,0,1,   26.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,24,9,1,0,1,3,1500,3,1500,0,0,   22.00,    2.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,49,1,1,0,1,3,4000,3,4000,0,8,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,2
M,W,37,0,1,0,1,3,2000,3,2000,0,0,    6.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M, ,43,1,1,0,1,3,2500,3,2500,0,1,    6.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,1,2,2
M,B,27,1,1,0,4,3,10000,3,10000,0,6,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,4,4
M,B,32,1,1,6,3,1, ,2,5000,2,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,35,1,1,0,3,2,500,2,500,9,25,   31.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,8,3
M,W,33,0,1,0,3,2,2500,2,2500,0,2,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,2,2
M,W,27,1,1,0,1,3,5000,3,5000,0,1,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,44,1,1,0,1,3,3500,3,3500,9,11,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,4,2
M,W,37,1,1,24,1,1, ,3,500,0,13,   15.00,    6.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,5,2
M,W,42,9,1,0,1,3,2500,3,2500,0,31,    1.00,    8.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,4,5,2,5,3
M,B,30,1,1,0,1,3,1000,3,1000,0,5,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,B,46,1,1,0,1,3,1500,3,1500,0,8,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,1,3,2
M,W,27,1,1,0,1,3,2000,3,2000,0,19,    1.00,    8.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,3,8,3
M,W,27,1,1,0,1,3,1500,3,1500,0,8,    1.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,1,3
F,B,47,0,1,0,3,2,1500,2,1500,0,0,    1.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,39,0,1,0,1,3,1500,3,1500,0,7,   22.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,2,2
M,B,26,1,1,0,3,2,1000,2,1000,0,0,    8.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
F,B,35,1,1,17,3,1, ,2,2500,0,18,    8.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,5,9,3
M,B,36,1,1,161,1,1, ,3,7500,0,28,    6.00,    3.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,12,13,7,10,3
M,B,24,1,0,999,0,1, ,1, ,0,4,    6.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,4,2
M,B,30,1,1,2,3,2,2500,2,2500,0,3,    6.00,    3.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
F, ,24,9,1,0,1,3,2000,3,2000,0,0,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,56,0,1,0,4,3,2500,3,2500,0,10,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,3,7,4
M,W,39,1,1,0,4,3,7500,3,7500,0,0,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,20,1,1,0,1,3,1500,3,1500,0,2,    7.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,2,3,0
F,B,44,1,1,0,1,3,2500,3,2500,0,6,    4.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,1,2,5,2,0
M,B,25,1,1,0,3,2,1500,2,1500,2,8,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,2,7,5
M,B,62,1,1,0,1,3,5000,3,5000,0,5,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,1,4,4
F,W,29,9,1,0,1,3,5000,3,5000,0,8,    4.00,    7.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,4,5,1
M,B,60,1,1,0,1,3,2000,3,2000,0,1,   11.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,55,0,1,0,1,3,2000,3,2000,0,1,    3.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,B,25,0,1,0,1,3,3000,3,3000,0,16,    3.00,    7.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,5,6,1,5,3
M,B,26,0,1,0,9,2,500,7, ,0,1,   13.00,    6.00,0,0,Defendant could not be classified or tracked due to insufficeint data,0,1,0,0,2
M,B,28,1,0,999,0,1, ,1, ,0,18,   13.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,7,10,3
F,W,52,0,1,0,1,3,1000,3,1000,0,0,   13.00,    6.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,31,0,1,0,1,3,500,3,500,0,0,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,40,9,1,0,3,2,2000,2,2000,0,6,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,2,4
M,W,38,1,1,1,3,1, ,2,3000,1,11,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,4,3
M,B,54,1,1,0,1,3,2000,3,2000,0,37,   23.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,2,5,3
M,W,31,1,1,0,1,3,1000,3,1000,0,12,   23.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,3,5,3
M,W,50,0,1,0,1,3,1500,3,1500,0,11,   23.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
F,B,24,1,1,0,1,3,1000,3,1000,0,6,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,7,5
M,W,33,9,1,0,1,3,1500,3,1500,0,6,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
M,W,18,0,1,0,4,3,2500,3,2500,0,0,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
F,B,29,0,1,0,1,3,1500,3,1500,1,20,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,3,7,3
M,W,43,0,0,999,0,1, ,1, ,1,1,   26.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,1,3
M,B,50,9,1,0,1,3,1000,3,1000,0,30,   11.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,5,4
M,W,35,0,1,0,1,3,2000,3,2000,0,1,   17.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,W,39,1,0,999,0,1, ,1, ,0,67,   24.00,    2.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,9,10,4,10,6
M,W,48,0,0,999,0,2,1500,1, ,9,2,   12.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,W,20,1,0,999,0,1, ,1, ,2,0,   12.00,    3.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,0,1,0,2,3
M,B,40,1,1,0,3,2,1500,2,1500,9,43,   16.00,    4.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,5,9,4
F,W,26,9,1,0,1,3,1000,3,1000,0,1,   11.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,W,25,1,1,20,3,1, ,2,2500,1,3,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,2,1,0
M,W,40,9,1,1,3,2,1000,2,1000,0,0,   19.00,    5.00,1,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,58,0,1,0,3,2,1000,2,1000,0,1,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
F,B,20,1,1,0,1,3,2500,3,2500,0,1,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,W,31,1,1,5,6,1, ,2,20000,2,12,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,5,5
M,A,39,9,1,0,1,3,2500,3,2500,0,2,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,W,40,0,1,22,3,1, ,2,15000,2,0,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,30,1,1,0,3,2,500,2,500,1,16,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,5,3,1
F,W,54,9,1,1,1,3,2500,3,2500,0,8,   22.00,    2.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,3,3
F,W,38,9,1,0,1,3,2500,3,2500,0,8,   22.00,    2.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,4
M,B,35,1,1,0,3,2,5000,2,5000,1,0,   22.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,B,34,0,1,0,1,3,2500,3,2500,0,1,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,2,2
M,W,27,1,1,0,1,3,5000,3,5000,0,4,    9.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,4,5,2,5,3
M,W,45,0,1,0,1,3,1000,3,1000,0,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,32,1,1,0,1,3,2500,3,2500,0,8,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,11,12,2,7,3
F,B,25,0,1,0,1,3,1500,3,1500,9,8,   22.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,1,2,2
M,W,30,0,1,0,1,3,1000,3,1000,0,2,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,37,1,1,0,1,3,5500,3,5500,0,1,   10.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,1,1
M,W,39,0,1,0,1,3,2500,3,2500,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,31,1,1,0,1,3,1500,3,1500,0,18,   23.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,6,9,2
M,W, ,99,1,0,1,3,750,3,750,9, ,   26.00,    4.00, , ,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt, , , , , 
M,W,32,0,1,0,1,4, ,4, ,9,4,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,3,2,1
M,W,47,1,1,24,6,2,5000,2,2500,0,41,   29.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,7,11,6
M,W,41,0,1,0,1,3,1500,3,1500,1,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,31,1,1,36,3,1, ,2,2500,0,8,   15.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,4,5,4
M,W,46,0,1,0,1,3,2500,3,2500,1,3,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,27,0,1,1,3,1, ,2,10000,1,5,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,2,5,3
F,W,23,1,1,1,1,2,1000,3,1000,0,4,   26.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,W,30,9,1,0,3,2,1000,2,1000,0,1,    9.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
F,W,54,1,1,0,6,1, ,2,1000,0,2,    1.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,2,4
M,B,27,0,1,0,1,3,2500,3,2500,0,2,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
F,B,29,9,1,1,3,2,1000,2,1000,0,5,    1.00,    8.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,2,4
F,B,25,1,1,0,1,3,2500,3,2500,0,9,   22.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,1,2,2
F,B,20,1,1,0,1,3,5000,3,5000,0,0,    8.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,B,55,1,1,0,1,3,1000,3,1000,0,1,    8.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,W,54,1,0,999,0,2,2500,1, ,0,9,    8.00,    8.00,0,0,Defendant Detained Entire Pre-Trial Period_Held on Secured Bond,2,3,1,2,3
M,B,31,1,1,0,1,3,1000,3,1000,0,6,    6.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,2,5,5
F,B,58,1,1,0,3,2,2000,2,2000,1,7,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,1
M,B,51,0,0,999,0,2,1500,1, ,0,21,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,3,8,3
M,B,40,1,1,0,1,3,2000,3,2000,0,27,   11.00,    3.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,5,2
F,B,20,1,1,0,1,3,2000,3,2000,0,0,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,B,38,0,0,999,0,1, ,1, ,0,15,    3.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,4,1
M,B,45,0,1,0,1,3,4000,3,4000,0,5,    3.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,1,0,0
M,B,26,1,1,0,1,3,2500,3,2500,0,6,   13.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,3,5,4
M,W,29,0,1,777,4,1, ,4, ,0,5,   13.00,    6.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,3,1
M,B,30,1,1,0,1,3,1500,3,1500,0,1,   13.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,21,1,1,12,3,1, ,2,5000,2,12,   13.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,4,8,5
F, ,41,0,1,0,1,3,1000,3,1000,0,0,   23.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
F,B,37,1,1,9,6,1, ,2,1000,2,2,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,30,1,1,2,3,1, ,2,1000,9,8,   25.00,    2.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,3,6,2
M,B,33,1,1,0,1,3,2500,3,2500,9,6,    2.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,2,4,1
F,B,61,9,0,999,0,2,2500,1, ,9,7,    2.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,4,5,2,7,2
M,B,27,1,1,0,3,2,1000,2,1000,9,1,    2.00,    7.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
